Loading instrument list from /Users/jithendrabethi/Desktop/my_projects/Project Nemesis/experiments/nse_movers/dhan_instruments.csv...
[1509/2730] Downloading AFCONS... OK (27908 rows)
[1510/2730] Downloading AMJLAND... OK (86383 rows)
[1511/2730] Downloading AVL... OK (27763 rows)
[1512/2730] Downloading EMULTIMQ... OK (27626 rows)
[1513/2730] Downloading LEMONTREE... OK (92543 rows)
[1514/2730] Downloading HERANBA... OK (92078 rows)
[1515/2730] Downloading SEAMECLTD... OK (83534 rows)
[1516/2730] Downloading IT... OK (90692 rows)
[1517/2730] Downloading ATUL... OK (92488 rows)
[1518/2730] Downloading DIVOPPBEES... OK (87465 rows)
[1519/2730] Downloading PFIZER... OK (92501 rows)
[1520/2730] Downloading DRCSYSTEMS... OK (72123 rows)
[1521/2730] Downloading PCBL... OK (88165 rows)
[1522/2730] Downloading PIDILITIND... OK (92592 rows)
[1523/2730] Downloading POLYPLEX... OK (92172 rows)
[1524/2730] Downloading CHEMCON... OK (92491 rows)
[1525/2730] Downloading HEXATRADEX... OK (81495 rows)
[1526/2730] Downloading ABINFRA... OK (27389 rows)
[1527/2730] Downloading TBZ... OK (92059 rows)
[1528/2730] Downloading MASTERTR... OK (27459 rows)
[1529/2730] Downloading PRAJIND... OK (82945 rows)
[1530/2730] Downloading SAGILITY... OK (27457 rows)
[1531/2730] Downloading ACMESOLAR... OK (27383 rows)
[1532/2730] Downloading SWIGGY... OK (27383 rows)
[1533/2730] Downloading VSSL... OK (92402 rows)
[1534/2730] Downloading LIQUIDPLUS... OK (26056 rows)
[1535/2730] Downloading KPEL... OK (27312 rows)
[1536/2730] Downloading PRAKASH... OK (87515 rows)
[1537/2730] Downloading KMEW... OK (27308 rows)
[1538/2730] Downloading MTARTECH... OK (92523 rows)
[1539/2730] Downloading SWANCORP... OK (92293 rows)
[1540/2730] Downloading NIVABUPA... OK (27308 rows)
[1541/2730] Downloading SPECIALITY... OK (92296 rows)
[1542/2730] Downloading BLACKBUCK... OK (27007 rows)
[1543/2730] Downloading BUTTERFLY... OK (83310 rows)
[1544/2730] Downloading CINELINE... OK (85145 rows)
[1545/2730] Downloading PRECWIRE... OK (87558 rows)
[1546/2730] Downloading RACLGEAR... OK (26765 rows)
[1547/2730] Downloading NTPCGREEN... OK (26783 rows)
[1548/2730] Downloading EIEL... OK (26633 rows)
[1549/2730] Downloading RTNINDIA... OK (85871 rows)
[1550/2730] Downloading SAMPANN... OK (81001 rows)
[1551/2730] Downloading SURAKSHA... OK (26255 rows)
[1552/2730] Downloading ROSSTECH... OK (25472 rows)
[1553/2730] Downloading PRSMJOHNSN... OK (92477 rows)
[1554/2730] Downloading AUROPHARMA... OK (92583 rows)
[1555/2730] Downloading ODIGMA... OK (25082 rows)
[1556/2730] Downloading GICRE... OK (92498 rows)
[1557/2730] Downloading INNOVANA... OK (25417 rows)
[1558/2730] Downloading AUTOAXLES... OK (92224 rows)
[1559/2730] Downloading JUBLINGREA... OK (92542 rows)
[1560/2730] Downloading SAILIFE... OK (25658 rows)
[1561/2730] Downloading EASEMYTRIP... OK (88269 rows)
[1562/2730] Downloading RSWM... OK (92296 rows)
[1563/2730] Downloading VMM... OK (25658 rows)
[1564/2730] Downloading CHEMFAB... OK (87641 rows)
[1565/2730] Downloading MOBIKWIK... OK (25658 rows)
[1566/2730] Downloading RAJSREESUG... OK (79144 rows)
[1567/2730] Downloading IKS... OK (25582 rows)
[1568/2730] Downloading ARVEE... OK (70157 rows)
[1569/2730] Downloading RALLIS... OK (92517 rows)
[1570/2730] Downloading ANURAS... OK (92478 rows)
[1571/2730] Downloading ANUHPHR... OK (25507 rows)
[1572/2730] Downloading RANASUG... OK (88162 rows)
[1573/2730] Downloading IGIL... OK (25507 rows)
[1574/2730] Downloading LXCHEM... OK (92546 rows)
[1575/2730] Downloading RANEHOLDIN... OK (92194 rows)
[1576/2730] Downloading CRAFTSMAN... OK (92363 rows)
[1577/2730] Downloading RAYMOND... OK (92544 rows)
[1578/2730] Downloading SRPL... OK (19244 rows)
[1579/2730] Downloading RCF... OK (92568 rows)
[1580/2730] Downloading DAMCAPITAL... OK (25208 rows)
[1581/2730] Downloading HITECH... OK (92106 rows)
[1582/2730] Downloading MAMATA... OK (25207 rows)
[1583/2730] Downloading TRANSRAILL... OK (25208 rows)
[1584/2730] Downloading CEWATER... OK (25207 rows)
[1585/2730] Downloading SANATHAN... OK (25201 rows)
[1586/2730] Downloading VENTIVE... OK (25133 rows)
[1587/2730] Downloading RELIANCE... OK (92658 rows)
[1588/2730] Downloading PROZONER... OK (84372 rows)
[1589/2730] Downloading CARRARO... OK (25132 rows)
[1590/2730] Downloading SENORES... OK (25132 rows)
[1591/2730] Downloading KITEX... OK (92459 rows)
[1592/2730] Downloading MAYURUNIQ... OK (92380 rows)
[1593/2730] Downloading ROSSELLIND... OK (92094 rows)
[1594/2730] Downloading DUCON... OK (79901 rows)
[1595/2730] Downloading UNIMECH... OK (25058 rows)
[1596/2730] Downloading CONSUMER... OK (24976 rows)
[1597/2730] Downloading TVSHLTD... OK (91853 rows)
[1598/2730] Downloading ARSHIYA... OK (43752 rows)
[1599/2730] Downloading CEREBRAINT... OK (23984 rows)
[1600/2730] Downloading ECAPINSURE... OK (24706 rows)
[1601/2730] Downloading INDOFARM... OK (24307 rows)
[1602/2730] Downloading ZUARI... OK (88222 rows)
[1603/2730] Downloading SETL... OK (24382 rows)
[1604/2730] Downloading QUADFUTURE... OK (24308 rows)
[1605/2730] Downloading RICOAUTO... OK (92463 rows)
[1606/2730] Downloading DDEVPLSTIK... OK (24237 rows)
[1607/2730] Downloading CARERATING... OK (92447 rows)
[1608/2730] Downloading RIIL... OK (92525 rows)
[1609/2730] Downloading PCJEWELLER... OK (84051 rows)
[1610/2730] Downloading INDUSTOWER... OK (92591 rows)
[1611/2730] Downloading NAVKARURB... OK (23499 rows)
[1612/2730] Downloading SWANDEF... OK (9887 rows)
[1613/2730] Downloading LAXMIDENTL... OK (24007 rows)
[1614/2730] Downloading STALLION... OK (23461 rows)
[1615/2730] Downloading SITINET... OK (48789 rows)
[1616/2730] Downloading ONESOURCE... OK (23708 rows)
[1617/2730] Downloading ITCHOTELS... OK (23482 rows)
[1618/2730] Downloading DENTA... OK (23483 rows)
[1619/2730] Downloading VMART... OK (92370 rows)
[1620/2730] Downloading RUBYMILLS... OK (91735 rows)
[1621/2730] Downloading MOHITIND... OK (83928 rows)
[1622/2730] Downloading SUPREME... OK (23117 rows)
[1623/2730] Downloading AGARWALEYE... OK (23108 rows)
[1624/2730] Downloading MOSCHIP... OK (23037 rows)
[1625/2730] Downloading NEXT30ADD... OK (22545 rows)
[1626/2730] Downloading PROTEAN... OK (22962 rows)
[1627/2730] Downloading MCLOUD... OK (22887 rows)
[1628/2730] Downloading NIBE... OK (22887 rows)
[1629/2730] Downloading ORCHASP... OK (22576 rows)
[1630/2730] Downloading GROWWRAIL... OK (22887 rows)
[1631/2730] Downloading KALYANKJIL... OK (92547 rows)
[1632/2730] Downloading NIFTYIETF... OK (92315 rows)
[1633/2730] Downloading NIF100BEES... OK (87308 rows)
[1634/2730] Downloading NATCAPSUQ... OK (22108 rows)
[1635/2730] Downloading JUBLCPL... OK (22471 rows)
[1636/2730] Downloading REPCOHOME... OK (92393 rows)
[1637/2730] Downloading AJAXENGG... OK (22432 rows)
[1638/2730] Downloading SAIL... OK (92626 rows)
[1639/2730] Downloading HEXT... OK (22283 rows)
[1640/2730] Downloading BAJAJINDEF... OK (22124 rows)
[1641/2730] Downloading UNIONGOLD... OK (21208 rows)
[1642/2730] Downloading SAKHTISUG... OK (81267 rows)
[1643/2730] Downloading SURYODAY... OK (92454 rows)
[1644/2730] Downloading QPOWER... OK (22057 rows)
[1645/2730] Downloading ORIENTELEC... OK (92464 rows)
[1646/2730] Downloading GUJTHEM... OK (21987 rows)
[1647/2730] Downloading NIBL... OK (85868 rows)
[1648/2730] Downloading MSCIINDIA... OK (21691 rows)
[1649/2730] Downloading ORTINGLOBE... OK (89725 rows)
[1650/2730] Downloading NAZARA... OK (88246 rows)
[1651/2730] Downloading GROWWN200... OK (21837 rows)
[1652/2730] Downloading VIVIDHA... OK (70362 rows)
[1653/2730] Downloading SANDESH... OK (89104 rows)
[1654/2730] Downloading NIFTY100EW... OK (21597 rows)
[1655/2730] Downloading JUSTDIAL... OK (92544 rows)
[1656/2730] Downloading AONETOTAL... OK (21612 rows)
[1657/2730] Downloading BSE500IETF... OK (90466 rows)
[1658/2730] Downloading WONDERLA... OK (92388 rows)
[1659/2730] Downloading ATULAUTO... OK (29288 rows)
[1660/2730] Downloading SUVIDHAA... OK (91471 rows)
[1661/2730] Downloading MOCAPITAL... OK (21150 rows)
[1662/2730] Downloading ORIENTCEM... OK (92470 rows)
[1663/2730] Downloading KOHINOOR... OK (55993 rows)
[1664/2730] Downloading AXISTECETF... OK (88629 rows)
[1665/2730] Downloading GOLD360... OK (20889 rows)
[1666/2730] Downloading ABFRL... OK (92576 rows)
[1667/2730] Downloading SELECTIPO... OK (20973 rows)
[1668/2730] Downloading EQUAL200... OK (20922 rows)
[1669/2730] Downloading SAMMAANCAP... OK (92620 rows)
[1670/2730] Downloading PRABHA... OK (20913 rows)
[1671/2730] Downloading CASHIETF... OK (19502 rows)
[1672/2730] Downloading AXISVALUE... OK (20680 rows)
[1673/2730] Downloading SAURASHCEM... OK (40533 rows)
[1674/2730] Downloading CURAA... OK (14871 rows)
[1675/2730] Downloading SOTL... OK (92327 rows)
[1676/2730] Downloading JINDALSAW... OK (92548 rows)
[1677/2730] Downloading BHARATSE... OK (20708 rows)
[1678/2730] Downloading ISHANCH... OK (20259 rows)
[1679/2730] Downloading SILVERCASE... OK (20562 rows)
[1680/2730] Downloading SBIBPB... OK (20351 rows)
[1681/2730] Downloading ESSENTIA... OK (69317 rows)
[1682/2730] Downloading NIF100IETF... OK (90759 rows)
[1683/2730] Downloading SBIN... OK (92657 rows)
[1684/2730] Downloading SPECTRUM... OK (52972 rows)
[1685/2730] Downloading MID150... OK (20367 rows)
[1686/2730] Downloading AONELIQUID... OK (20412 rows)
[1687/2730] Downloading SCI... OK (91788 rows)
[1688/2730] Downloading FELDVR... OK (54751 rows)
[1689/2730] Downloading BAJAJHLDNG... OK (92436 rows)
[1690/2730] Downloading NEUEON... OK (6209 rows)
[1691/2730] Downloading VEDL... OK (92626 rows)
[1692/2730] Downloading SESHAPAPER... OK (92183 rows)
[1693/2730] Downloading SHANTIGEAR... OK (92236 rows)
[1694/2730] Downloading BAJAJHIND... OK (87168 rows)
[1695/2730] Downloading PILITA... OK (87988 rows)
[1696/2730] Downloading INDOSTAR... OK (60373 rows)
[1697/2730] Downloading SHREDIGCEM... OK (92434 rows)
[1698/2730] Downloading THOMASCOTT... OK (77814 rows)
[1699/2730] Downloading SHREECEM... OK (92530 rows)
[1700/2730] Downloading DBSTOCKBRO... OK (74982 rows)
[1701/2730] Downloading COMPUSOFT... OK (81582 rows)
[1702/2730] Downloading RHIM... OK (88793 rows)
[1703/2730] Downloading MCX... OK (92575 rows)
[1704/2730] Downloading TIINDIA... OK (92447 rows)
[1705/2730] Downloading SCHNEIDER... OK (92522 rows)
[1706/2730] Downloading NDL... OK (80213 rows)
[1707/2730] Downloading SHREYANIND... OK (90539 rows)
[1708/2730] Downloading UFBL... OK (92444 rows)
[1709/2730] Downloading TRANSWORLD... OK (92179 rows)
[1710/2730] Downloading HONDAPOWER... OK (92035 rows)
[1711/2730] Downloading MTEDUCARE... OK (54069 rows)
[1712/2730] Downloading NBCC... OK (92560 rows)
[1713/2730] Downloading LYPSAGEMS... OK (78569 rows)
[1714/2730] Downloading ORBTEXP... OK (90721 rows)
[1715/2730] Downloading BORORENEW... OK (88269 rows)
[1716/2730] Downloading SIEMENS... OK (92543 rows)
[1717/2730] Downloading JPOLYINVST... OK (81181 rows)
[1718/2730] Downloading SIMPLEXINF... OK (87158 rows)
[1719/2730] Downloading BAJFINANCE... OK (92642 rows)
[1720/2730] Downloading GILT5YBEES... OK (82438 rows)
[1721/2730] Downloading SREEL... OK (91485 rows)
[1722/2730] Downloading SKFINDIA... OK (92398 rows)
[1723/2730] Downloading LODHA... OK (92479 rows)
[1724/2730] Downloading JTEKTINDIA... OK (92469 rows)
[1725/2730] Downloading ANGELONE... OK (88173 rows)
[1726/2730] Downloading NITIRAJ... OK (84309 rows)
[1727/2730] Downloading SPIC... OK (92501 rows)
[1728/2730] Downloading SRF... OK (92527 rows)
[1729/2730] Downloading TEMBO... OK (84088 rows)
[1730/2730] Downloading STARPAPER... OK (92193 rows)
[1731/2730] Downloading DEEPINDS... OK (92142 rows)
[1732/2730] Downloading VALIANTORG... OK (92425 rows)
[1733/2730] Downloading MODISONLTD... OK (74232 rows)
[1734/2730] Downloading SPMLINFRA... OK (75879 rows)
[1735/2730] Downloading SUBROS... OK (92289 rows)
[1736/2730] Downloading SUDARSCHEM... OK (92474 rows)
[1737/2730] Downloading ISGEC... OK (92395 rows)
[1738/2730] Downloading SUNDARMFIN... OK (92193 rows)
[1739/2730] Downloading SUNDRMFAST... OK (92432 rows)
[1740/2730] Downloading SUNFLAG... OK (92480 rows)
[1741/2730] Downloading BALKRISIND... OK (92531 rows)
[1742/2730] Downloading SUNPHARMA... OK (92624 rows)
[1743/2730] Downloading SUPERSPIN... OK (77302 rows)
[1744/2730] Downloading SUPREMEIND... OK (92440 rows)
[1745/2730] Downloading SURYAROSNI... OK (92448 rows)
[1746/2730] Downloading BALMLAWRIE... OK (92491 rows)
[1747/2730] Downloading SWARAJENG... OK (92194 rows)
[1748/2730] Downloading SMLMAH... OK (92381 rows)
[1749/2730] Downloading AGARIND... OK (92030 rows)
[1750/2730] Downloading TAINWALCHM... OK (75585 rows)
[1751/2730] Downloading ADOR... OK (92117 rows)
[1752/2730] Downloading AJOONI... OK (73799 rows)
[1753/2730] Downloading TATACHEM... OK (92600 rows)
[1754/2730] Downloading BALRAMCHIN... OK (92579 rows)
[1755/2730] Downloading TATAELXSI... OK (92557 rows)
[1756/2730] Downloading HONAUT... OK (92252 rows)
[1757/2730] Downloading CAMS... OK (92552 rows)
[1758/2730] Downloading TATAPOWER... OK (92641 rows)
[1759/2730] Downloading TATACONSUM... OK (92608 rows)
[1760/2730] Downloading BBOX... OK (82989 rows)
[1761/2730] Downloading TECILCHEM... OK (43301 rows)
[1762/2730] Downloading TMPV... OK (92641 rows)
[1763/2730] Downloading TFCILTD... OK (92415 rows)
[1764/2730] Downloading BANARBEADS... OK (90635 rows)
[1765/2730] Downloading THERMAX... OK (92392 rows)
[1766/2730] Downloading THOMASCOOK... OK (88208 rows)
[1767/2730] Downloading CLSEL... OK (92237 rows)
[1768/2730] Downloading TIL... OK (56286 rows)
[1769/2730] Downloading TIRUMALCHM... OK (92522 rows)
[1770/2730] Downloading TATASTEEL... OK (92662 rows)
[1771/2730] Downloading BANARISUG... OK (90725 rows)
[1772/2730] Downloading TITAN... OK (92627 rows)
[1773/2730] Downloading MAFANG... OK (92290 rows)
[1774/2730] Downloading TNPETRO... OK (92473 rows)
[1775/2730] Downloading TNTELE... OK (87418 rows)
[1776/2730] Downloading TORNTPHARM... OK (92506 rows)
[1777/2730] Downloading TRANSPEK... OK (950 rows)
[1778/2730] Downloading TTKPRESTIG... OK (92396 rows)
[1779/2730] Downloading EQUIPPP... OK (67654 rows)
[1780/2730] Downloading ADANIGREEN... OK (87740 rows)
[1781/2730] Downloading NAM-INDIA... OK (92534 rows)
[1782/2730] Downloading UCAL... OK (91936 rows)
[1783/2730] Downloading UNICHEMLAB... OK (92253 rows)
[1784/2730] Downloading MOKSH... OK (73783 rows)
[1785/2730] Downloading ROML... OK (76842 rows)
[1786/2730] Downloading UNITECH... OK (91805 rows)
[1787/2730] Downloading UNIVCABLES... OK (92057 rows)
[1788/2730] Downloading AXISHCETF... OK (89253 rows)
[1789/2730] Downloading HEALTHIETF... OK (90006 rows)
[1790/2730] Downloading JUBLPHARMA... OK (92473 rows)
[1791/2730] Downloading SOLARA... OK (88200 rows)
[1792/2730] Downloading VESUVIUS... OK (91748 rows)
[1793/2730] Downloading BASF... OK (92481 rows)
[1794/2730] Downloading GAYAHWS... OK (67999 rows)
[1795/2730] Downloading VINDHYATEL... OK (92292 rows)
[1796/2730] Downloading VIPIND... OK (92519 rows)
[1797/2730] Downloading BATAINDIA... OK (92551 rows)
[1798/2730] Downloading VLSFINANCE... OK (92264 rows)
[1799/2730] Downloading VOLTAS... OK (92557 rows)
[1800/2730] Downloading TATACOMM... OK (92583 rows)
[1801/2730] Downloading VSTIND... OK (92162 rows)
[1802/2730] Downloading ANMOL... OK (40407 rows)
[1803/2730] Downloading WALCHANNAG... OK (87524 rows)
[1804/2730] Downloading FINEORG... OK (92426 rows)
[1805/2730] Downloading WEIZMANIND... OK (76119 rows)
[1806/2730] Downloading VENKEYS... OK (92502 rows)
[1807/2730] Downloading RITES... OK (92511 rows)
[1808/2730] Downloading WHEELS... OK (92164 rows)
[1809/2730] Downloading WILLAMAGOR... OK (70382 rows)
[1810/2730] Downloading WIMPLAST... OK (1032 rows)
[1811/2730] Downloading WIPRO... OK (92640 rows)
[1812/2730] Downloading WSTCSTPAPR... OK (92474 rows)
[1813/2730] Downloading BBTC... OK (92501 rows)
[1814/2730] Downloading VINEETLAB... OK (87939 rows)
[1815/2730] Downloading SINTERCOM... OK (80349 rows)
[1816/2730] Downloading ZEEL... OK (92634 rows)
[1817/2730] Downloading ARIHANTCAP... OK (90411 rows)
[1818/2730] Downloading ZODIACLOTH... OK (86583 rows)
[1819/2730] Downloading ZUARIIND... OK (84578 rows)
[1820/2730] Downloading BEL... OK (92613 rows)
[1821/2730] Downloading BHARATRAS... OK (92044 rows)
[1822/2730] Downloading MAHLOG... OK (92482 rows)
[1823/2730] Downloading VARROC... OK (92483 rows)
[1824/2730] Downloading SOMANYCERA... OK (87372 rows)
[1825/2730] Downloading HATSUN... OK (92353 rows)
[1826/2730] Downloading CAPLIPOINT... OK (92491 rows)
[1827/2730] Downloading NATCOPHARM... OK (92488 rows)
[1828/2730] Downloading GLOBE... OK (82809 rows)
[1829/2730] Downloading BEML... OK (91772 rows)
[1830/2730] Downloading GOCLCORP... OK (92008 rows)
[1831/2730] Downloading REMSONSIND... OK (72831 rows)
[1832/2730] Downloading TNPL... OK (92420 rows)
[1833/2730] Downloading GREENPLY... OK (92462 rows)
[1834/2730] Downloading NIACL... OK (92518 rows)
[1835/2730] Downloading 21STCENMGM... OK (84823 rows)
[1836/2730] Downloading AEGISLOG... OK (92529 rows)
[1837/2730] Downloading CORALFINAC... OK (79489 rows)
[1838/2730] Downloading PVP... OK (74241 rows)
[1839/2730] Downloading NAVA... OK (88116 rows)
[1840/2730] Downloading AUSOMENT... OK (84548 rows)
[1841/2730] Downloading BERGEPAINT... OK (92560 rows)
[1842/2730] Downloading EIMCOELECO... OK (72937 rows)
[1843/2730] Downloading JAYAGROGN... OK (92126 rows)
[1844/2730] Downloading PANACEABIO... OK (92453 rows)
[1845/2730] Downloading CUBEXTUB... OK (85995 rows)
[1846/2730] Downloading MARICO... OK (92578 rows)
[1847/2730] Downloading SILINV... OK (84578 rows)
[1848/2730] Downloading HBSL... OK (90166 rows)
[1849/2730] Downloading REGENCERAM... OK (65000 rows)
[1850/2730] Downloading BIOFILCHEM... OK (91853 rows)
[1851/2730] Downloading KEYFINSERV... OK (88670 rows)
[1852/2730] Downloading NORBTEAEXP... OK (61519 rows)
[1853/2730] Downloading ZENITHEXPO... OK (77085 rows)
[1854/2730] Downloading SUNDRMBRAK... OK (88271 rows)
[1855/2730] Downloading SANGAMIND... OK (91183 rows)
[1856/2730] Downloading BEPL... OK (92519 rows)
[1857/2730] Downloading SOMATEX... OK (76682 rows)
[1858/2730] Downloading MOTHERSON... OK (88228 rows)
[1859/2730] Downloading BHARATFORG... OK (92581 rows)
[1860/2730] Downloading VISAKAIND... OK (92383 rows)
[1861/2730] Downloading ZFSTEERING... OK (931 rows)
[1862/2730] Downloading WENDT... OK (90421 rows)
[1863/2730] Downloading HDFCAMC... OK (92582 rows)
[1864/2730] Downloading KHADIM... OK (92343 rows)
[1865/2730] Downloading BHARATGEAR... OK (92106 rows)
[1866/2730] Downloading DENORA... OK (86836 rows)
[1867/2730] Downloading STERTOOLS... OK (92175 rows)
[1868/2730] Downloading SHRIRAMFIN... OK (92590 rows)
[1869/2730] Downloading PUNJABCHEM... OK (92011 rows)
[1870/2730] Downloading IFGLEXPOR... OK (92177 rows)
[1871/2730] Downloading SENSEXIETF... OK (89622 rows)
[1872/2730] Downloading BHEL... OK (92627 rows)
[1873/2730] Downloading GULFOILLUB... OK (92410 rows)
[1874/2730] Downloading MIRZAINT... OK (83244 rows)
[1875/2730] Downloading JAGSNPHARM... OK (92408 rows)
[1876/2730] Downloading CREDITACC... OK (92419 rows)
[1877/2730] Downloading INDIANCARD... OK (82502 rows)
[1878/2730] Downloading HAWKINCOOK... OK (1023 rows)
[1879/2730] Downloading 5PAISA... OK (92106 rows)
[1880/2730] Downloading ELECTHERM... OK (88250 rows)
[1881/2730] Downloading ELPROINTL... OK (1050 rows)
[1882/2730] Downloading AARTIDRUGS... OK (92520 rows)
[1883/2730] Downloading ALKYLAMINE... OK (92497 rows)
[1884/2730] Downloading BOSCH-HCIL... OK (92383 rows)
[1885/2730] Downloading MPHASIS... OK (92541 rows)
[1886/2730] Downloading SIGIND... OK (91226 rows)
[1887/2730] Downloading DYNAMATECH... OK (87840 rows)
[1888/2730] Downloading NEXT50IETF... OK (91875 rows)
[1889/2730] Downloading GUJRAFFIA... OK (82319 rows)
[1890/2730] Downloading RUCHINFRA... OK (90169 rows)
[1891/2730] Downloading ATLASCYCLE... OK (24027 rows)
[1892/2730] Downloading RAMCOIND... OK (92385 rows)
[1893/2730] Downloading KOTHARIPET... OK (92239 rows)
[1894/2730] Downloading HERITGFOOD... OK (92422 rows)
[1895/2730] Downloading SANWARIA... OK (72876 rows)
[1896/2730] Downloading SBCL... OK (89987 rows)
[1897/2730] Downloading BANKBARODA... OK (92634 rows)
[1898/2730] Downloading HDFCLIFE... OK (92618 rows)
[1899/2730] Downloading BLUECHIP... OK (40116 rows)
[1900/2730] Downloading SONACOMS... OK (90306 rows)
[1901/2730] Downloading SHYAMMETL... OK (90252 rows)
[1902/2730] Downloading OSWALGREEN... OK (92352 rows)
[1903/2730] Downloading GAIL... OK (92627 rows)
[1904/2730] Downloading SKMEGGPROD... OK (92007 rows)
[1905/2730] Downloading 3MINDIA... OK (92171 rows)
[1906/2730] Downloading BANKINDIA... OK (92597 rows)
[1907/2730] Downloading INDNIPPON... OK (92193 rows)
[1908/2730] Downloading CONCOR... OK (92539 rows)
[1909/2730] Downloading INDRAMEDCO... OK (68615 rows)
[1910/2730] Downloading TCIFINANCE... OK (41233 rows)
[1911/2730] Downloading LAKPRE... OK (48291 rows)
[1912/2730] Downloading RELINFRA... OK (82828 rows)
[1913/2730] Downloading HAPPSTMNDS... OK (87376 rows)
[1914/2730] Downloading BIRLACORPN... OK (92488 rows)
[1915/2730] Downloading KCPSUGIND... OK (82012 rows)
[1916/2730] Downloading GTL... OK (86603 rows)
[1917/2730] Downloading DODLA... OK (89982 rows)
[1918/2730] Downloading LIQUIDIETF... OK (87562 rows)
[1919/2730] Downloading SNOWMAN... OK (92518 rows)
[1920/2730] Downloading KIMS... OK (90085 rows)
[1921/2730] Downloading INDSWFTLAB... OK (91737 rows)
[1922/2730] Downloading ICEMAKE... OK (82566 rows)
[1923/2730] Downloading SAREGAMA... OK (79090 rows)
[1924/2730] Downloading FDC... OK (92472 rows)
[1925/2730] Downloading ENGINERSIN... OK (92556 rows)
[1926/2730] Downloading MADRASFERT... OK (92268 rows)
[1927/2730] Downloading HINDCON... OK (88369 rows)
[1928/2730] Downloading IPL... OK (89716 rows)
[1929/2730] Downloading BLUEDART... OK (92431 rows)
[1930/2730] Downloading ADROITINFO... OK (79748 rows)
[1931/2730] Downloading GANGAFORGE... OK (64974 rows)
[1932/2730] Downloading ICICIBANK... OK (92642 rows)
[1933/2730] Downloading PHARMABEES... OK (88030 rows)
[1934/2730] Downloading IRCON... OK (92540 rows)
[1935/2730] Downloading SHARDACROP... OK (92472 rows)
[1936/2730] Downloading SVPGLOB... OK (87337 rows)
[1937/2730] Downloading CLEAN... OK (89033 rows)
[1938/2730] Downloading GRINFRA... OK (88915 rows)
[1939/2730] Downloading SHEMAROO... OK (86428 rows)
[1940/2730] Downloading MAZDOCK... OK (92521 rows)
[1941/2730] Downloading ETERNAL... OK (88886 rows)
[1942/2730] Downloading KPIGREEN... OK (82992 rows)
[1943/2730] Downloading SGIL... OK (87100 rows)
[1944/2730] Downloading BOMDYEING... OK (92538 rows)
[1945/2730] Downloading CIGNITITEC... OK (92368 rows)
[1946/2730] Downloading JAICORPLTD... OK (92546 rows)
[1947/2730] Downloading TATVA... OK (88472 rows)
[1948/2730] Downloading SBIETFCON... OK (87618 rows)
[1949/2730] Downloading STYLAMIND... OK (87893 rows)
[1950/2730] Downloading KOVAI... OK (41576 rows)
[1951/2730] Downloading ANTGRAPHIC... OK (48650 rows)
[1952/2730] Downloading GRAUWEIL... OK (42173 rows)
[1953/2730] Downloading GMDCLTD... OK (92530 rows)
[1954/2730] Downloading ICICIB22... OK (92446 rows)
[1955/2730] Downloading BFSI... OK (87763 rows)
[1956/2730] Downloading MAHAPEXLTD... OK (63050 rows)
[1957/2730] Downloading AAREYDRUGS... OK (86259 rows)
[1958/2730] Downloading INDUSINDBK... OK (92631 rows)
[1959/2730] Downloading BPCL... OK (92639 rows)
[1960/2730] Downloading PDSL... OK (87792 rows)
[1961/2730] Downloading ALIVUS... OK (88015 rows)
[1962/2730] Downloading UTIAMC... OK (92492 rows)
[1963/2730] Downloading ROLEXRINGS... OK (87911 rows)
[1964/2730] Downloading PRITIKAUTO... OK (76910 rows)
[1965/2730] Downloading BPL... OK (77276 rows)
[1966/2730] Downloading FMCGIETF... OK (87294 rows)
[1967/2730] Downloading UGROCAP... OK (87599 rows)
[1968/2730] Downloading EXXARO... OK (86833 rows)
[1969/2730] Downloading PENINLAND... OK (79117 rows)
[1970/2730] Downloading KRSNAA... OK (87552 rows)
[1971/2730] Downloading OSWALAGRO... OK (91706 rows)
[1972/2730] Downloading WINDLAS... OK (87566 rows)
[1973/2730] Downloading DEVYANI... OK (87618 rows)
[1974/2730] Downloading ASAHIINDIA... OK (92373 rows)
[1975/2730] Downloading EPIGRAL... OK (86646 rows)
[1976/2730] Downloading AAVAS... OK (92465 rows)
[1977/2730] Downloading MOL... OK (86720 rows)
[1978/2730] Downloading NGIL... OK (69239 rows)
[1979/2730] Downloading CARTRADE... OK (87378 rows)
[1980/2730] Downloading NUVOCO... OK (87289 rows)
[1981/2730] Downloading TRIGYN... OK (92386 rows)
[1982/2730] Downloading APTUS... OK (87194 rows)
[1983/2730] Downloading CHEMPLASTS... OK (87210 rows)
[1984/2730] Downloading BRITANNIA... OK (92614 rows)
[1985/2730] Downloading GRSE... OK (92477 rows)
[1986/2730] Downloading YUKEN... OK (83561 rows)
[1987/2730] Downloading SERVOTECH... OK (59121 rows)
[1988/2730] Downloading JAIPURKURT... OK (72674 rows)
[1989/2730] Downloading KOTHARIPRO... OK (83064 rows)
[1990/2730] Downloading ABMINTLLTD... OK (61832 rows)
[1991/2730] Downloading ACUTAAS... OK (86202 rows)
[1992/2730] Downloading VIJAYA... OK (86158 rows)
[1993/2730] Downloading BSL... OK (90059 rows)
[1994/2730] Downloading INTLCONV... OK (85910 rows)
[1995/2730] Downloading ASTRAZEN... OK (92417 rows)
[1996/2730] Downloading GANESHBE... OK (85974 rows)
[1997/2730] Downloading CEMPRO... OK (92478 rows)
